Detailed,,,,,,,,,
 ==================== ,,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Surpass Object,Time,ID
Generation,0,,Surface,,,,Surface contact Area - cd68,1,18
Generation,0,,Surface,,,,Surface contact Area - cd68,1,19
Generation,0,,Surface,,,,Surface contact Area - cd68,1,20
Generation,0,,Surface,,,,Surface contact Area - cd68,1,21
Generation,0,,Surface,,,,Surface contact Area - cd68,1,22
Generation,0,,Surface,,,,Surface contact Area - cd68,1,23
Generation,0,,Surface,,,,Surface contact Area - cd68,1,24
Generation,0,,Surface,,,,Surface contact Area - cd68,1,25
Generation,0,,Surface,,,,Surface contact Area - cd68,1,26
Generation,0,,Surface,,,,Surface contact Area - cd68,1,27
Generation,0,,Surface,,,,Surface contact Area - cd68,1,28
Generation,0,,Surface,,,,Surface contact Area - cd68,1,29
Generation,0,,Surface,,,,Surface contact Area - cd68,1,30
Generation,0,,Surface,,,,Surface contact Area - cd68,1,31
Generation,0,,Surface,,,,Surface contact Area - cd68,1,32
Generation,0,,Surface,,,,Surface contact Area - cd68,1,33
Generation,0,,Surface,,,,Surface contact Area - cd68,1,34
Generation,0,,Surface,,,,Surface contact Area - cd68,1,35
Generation,0,,Surface,,,,Surface contact Area - cd68,1,36
Generation,0,,Surface,,,,Surface contact Area - cd68,1,37
Generation,0,,Surface,,,,Surface contact Area - cd68,1,38
Generation,0,,Surface,,,,Surface contact Area - cd68,1,39
Generation,0,,Surface,,,,Surface contact Area - cd68,1,40
Generation,0,,Surface,,,,Surface contact Area - cd68,1,41
Generation,0,,Surface,,,,Surface contact Area - cd68,1,42
Generation,0,,Surface,,,,Surface contact Area - cd68,1,43
Generation,0,,Surface,,,,Surface contact Area - cd68,1,44
Generation,0,,Surface,,,,Surface contact Area - cd68,1,45
Generation,0,,Surface,,,,Surface contact Area - cd68,1,46
Generation,0,,Surface,,,,Surface contact Area - cd68,1,47
Generation,0,,Surface,,,,Surface contact Area - cd68,1,48
Generation,0,,Surface,,,,Surface contact Area - cd68,1,49
Generation,0,,Surface,,,,Surface contact Area - cd68,1,50
Generation,0,,Surface,,,,Surface contact Area - cd68,1,51
Generation,0,,Surface,,,,Surface contact Area - cd68,1,52
Generation,0,,Surface,,,,Surface contact Area - cd68,1,53
Generation,0,,Surface,,,,Surface contact Area - cd68,1,54
Intensity Max,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,0
Intensity Max,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,0
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,0
Intensity Max,11,,Surface,4,,Image 1,Surface contact Area - cd68,1,0
Intensity Max,11,,Surface,5,,Image 1,Surface contact Area - cd68,1,0
Intensity Max,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,0
Intensity Max,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,0
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,1
Intensity Max,30,,Surface,2,,Image 1,Surface contact Area - cd68,1,1
Intensity Max,7,,Surface,3,,Image 1,Surface contact Area - cd68,1,1
Intensity Max,31,,Surface,4,,Image 1,Surface contact Area - cd68,1,1
Intensity Max,31,,Surface,5,,Image 1,Surface contact Area - cd68,1,1
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,1
Intensity Max,30,,Surface,7,,Image 1,Surface contact Area - cd68,1,1
Intensity Max,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,2
Intensity Max,8,,Surface,2,,Image 1,Surface contact Area - cd68,1,2
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,2
Intensity Max,26,,Surface,4,,Image 1,Surface contact Area - cd68,1,2
Intensity Max,26,,Surface,5,,Image 1,Surface contact Area - cd68,1,2
Intensity Max,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,2
Intensity Max,8,,Surface,7,,Image 1,Surface contact Area - cd68,1,2
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,3
Intensity Max,26,,Surface,2,,Image 1,Surface contact Area - cd68,1,3
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,3
Intensity Max,14,,Surface,4,,Image 1,Surface contact Area - cd68,1,3
Intensity Max,14,,Surface,5,,Image 1,Surface contact Area - cd68,1,3
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,3
Intensity Max,26,,Surface,7,,Image 1,Surface contact Area - cd68,1,3
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,4
Intensity Max,14,,Surface,2,,Image 1,Surface contact Area - cd68,1,4
Intensity Max,7,,Surface,3,,Image 1,Surface contact Area - cd68,1,4
Intensity Max,18,,Surface,4,,Image 1,Surface contact Area - cd68,1,4
Intensity Max,18,,Surface,5,,Image 1,Surface contact Area - cd68,1,4
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,4
Intensity Max,14,,Surface,7,,Image 1,Surface contact Area - cd68,1,4
Intensity Max,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,5
Intensity Max,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,5
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,5
Intensity Max,8,,Surface,4,,Image 1,Surface contact Area - cd68,1,5
Intensity Max,8,,Surface,5,,Image 1,Surface contact Area - cd68,1,5
Intensity Max,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,5
Intensity Max,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,5
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,6
Intensity Max,5,,Surface,2,,Image 1,Surface contact Area - cd68,1,6
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,6
Intensity Max,9,,Surface,4,,Image 1,Surface contact Area - cd68,1,6
Intensity Max,9,,Surface,5,,Image 1,Surface contact Area - cd68,1,6
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,6
Intensity Max,5,,Surface,7,,Image 1,Surface contact Area - cd68,1,6
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,7
Intensity Max,3,,Surface,2,,Image 1,Surface contact Area - cd68,1,7
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,7
Intensity Max,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,7
Intensity Max,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,7
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,7
Intensity Max,3,,Surface,7,,Image 1,Surface contact Area - cd68,1,7
Intensity Max,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,8
Intensity Max,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,8
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,8
Intensity Max,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,8
Intensity Max,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,8
Intensity Max,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,8
Intensity Max,2,,Surface,7,,Image 1,Surface contact Area - cd68,1,8
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,9
Intensity Max,6,,Surface,2,,Image 1,Surface contact Area - cd68,1,9
Intensity Max,3,,Surface,3,,Image 1,Surface contact Area - cd68,1,9
Intensity Max,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,9
Intensity Max,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,9
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,9
Intensity Max,6,,Surface,7,,Image 1,Surface contact Area - cd68,1,9
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,10
Intensity Max,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,10
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,10
Intensity Max,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,10
Intensity Max,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,10
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,10
Intensity Max,2,,Surface,7,,Image 1,Surface contact Area - cd68,1,10
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,11
Intensity Max,21,,Surface,2,,Image 1,Surface contact Area - cd68,1,11
Intensity Max,5,,Surface,3,,Image 1,Surface contact Area - cd68,1,11
Intensity Max,19,,Surface,4,,Image 1,Surface contact Area - cd68,1,11
Intensity Max,19,,Surface,5,,Image 1,Surface contact Area - cd68,1,11
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,11
Intensity Max,21,,Surface,7,,Image 1,Surface contact Area - cd68,1,11
Intensity Max,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,12
Intensity Max,5,,Surface,2,,Image 1,Surface contact Area - cd68,1,12
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,12
Intensity Max,20,,Surface,4,,Image 1,Surface contact Area - cd68,1,12
Intensity Max,20,,Surface,5,,Image 1,Surface contact Area - cd68,1,12
Intensity Max,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,12
Intensity Max,5,,Surface,7,,Image 1,Surface contact Area - cd68,1,12
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,13
Intensity Max,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,13
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,13
Intensity Max,10,,Surface,4,,Image 1,Surface contact Area - cd68,1,13
Intensity Max,10,,Surface,5,,Image 1,Surface contact Area - cd68,1,13
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,13
Intensity Max,2,,Surface,7,,Image 1,Surface contact Area - cd68,1,13
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,14
Intensity Max,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,14
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,14
Intensity Max,13,,Surface,4,,Image 1,Surface contact Area - cd68,1,14
Intensity Max,13,,Surface,5,,Image 1,Surface contact Area - cd68,1,14
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,14
Intensity Max,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,14
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,15
Intensity Max,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,15
Intensity Max,8,,Surface,3,,Image 1,Surface contact Area - cd68,1,15
Intensity Max,11,,Surface,4,,Image 1,Surface contact Area - cd68,1,15
Intensity Max,11,,Surface,5,,Image 1,Surface contact Area - cd68,1,15
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,15
Intensity Max,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,15
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,16
Intensity Max,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,16
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,16
Intensity Max,14,,Surface,4,,Image 1,Surface contact Area - cd68,1,16
Intensity Max,14,,Surface,5,,Image 1,Surface contact Area - cd68,1,16
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,16
Intensity Max,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,16
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,17
Intensity Max,17,,Surface,2,,Image 1,Surface contact Area - cd68,1,17
Intensity Max,3,,Surface,3,,Image 1,Surface contact Area - cd68,1,17
Intensity Max,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,17
Intensity Max,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,17
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,17
Intensity Max,17,,Surface,7,,Image 1,Surface contact Area - cd68,1,17
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,18
Intensity Max,4,,Surface,2,,Image 1,Surface contact Area - cd68,1,18
Intensity Max,1,,Surface,3,,Image 1,Surface contact Area - cd68,1,18
Intensity Max,21,,Surface,4,,Image 1,Surface contact Area - cd68,1,18
Intensity Max,21,,Surface,5,,Image 1,Surface contact Area - cd68,1,18
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,18
Intensity Max,4,,Surface,7,,Image 1,Surface contact Area - cd68,1,18
Intensity Max,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,19
Intensity Max,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,19
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,19
Intensity Max,5,,Surface,4,,Image 1,Surface contact Area - cd68,1,19
Intensity Max,5,,Surface,5,,Image 1,Surface contact Area - cd68,1,19
Intensity Max,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,19
Intensity Max,2,,Surface,7,,Image 1,Surface contact Area - cd68,1,19
Intensity Max,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,20
Intensity Max,4,,Surface,2,,Image 1,Surface contact Area - cd68,1,20
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,20
Intensity Max,13,,Surface,4,,Image 1,Surface contact Area - cd68,1,20
Intensity Max,13,,Surface,5,,Image 1,Surface contact Area - cd68,1,20
Intensity Max,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,20
Intensity Max,4,,Surface,7,,Image 1,Surface contact Area - cd68,1,20
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,21
Intensity Max,7,,Surface,2,,Image 1,Surface contact Area - cd68,1,21
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,21
Intensity Max,13,,Surface,4,,Image 1,Surface contact Area - cd68,1,21
Intensity Max,13,,Surface,5,,Image 1,Surface contact Area - cd68,1,21
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,21
Intensity Max,7,,Surface,7,,Image 1,Surface contact Area - cd68,1,21
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,22
Intensity Max,12,,Surface,2,,Image 1,Surface contact Area - cd68,1,22
Intensity Max,10,,Surface,3,,Image 1,Surface contact Area - cd68,1,22
Intensity Max,20,,Surface,4,,Image 1,Surface contact Area - cd68,1,22
Intensity Max,20,,Surface,5,,Image 1,Surface contact Area - cd68,1,22
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,22
Intensity Max,12,,Surface,7,,Image 1,Surface contact Area - cd68,1,22
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,23
Intensity Max,13,,Surface,2,,Image 1,Surface contact Area - cd68,1,23
Intensity Max,14,,Surface,3,,Image 1,Surface contact Area - cd68,1,23
Intensity Max,15,,Surface,4,,Image 1,Surface contact Area - cd68,1,23
Intensity Max,15,,Surface,5,,Image 1,Surface contact Area - cd68,1,23
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,23
Intensity Max,7,,Surface,7,,Image 1,Surface contact Area - cd68,1,23
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,24
Intensity Max,6,,Surface,2,,Image 1,Surface contact Area - cd68,1,24
Intensity Max,5,,Surface,3,,Image 1,Surface contact Area - cd68,1,24
Intensity Max,22,,Surface,4,,Image 1,Surface contact Area - cd68,1,24
Intensity Max,22,,Surface,5,,Image 1,Surface contact Area - cd68,1,24
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,24
Intensity Max,6,,Surface,7,,Image 1,Surface contact Area - cd68,1,24
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,25
Intensity Max,21,,Surface,2,,Image 1,Surface contact Area - cd68,1,25
Intensity Max,1,,Surface,3,,Image 1,Surface contact Area - cd68,1,25
Intensity Max,17,,Surface,4,,Image 1,Surface contact Area - cd68,1,25
Intensity Max,17,,Surface,5,,Image 1,Surface contact Area - cd68,1,25
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,25
Intensity Max,18,,Surface,7,,Image 1,Surface contact Area - cd68,1,25
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,26
Intensity Max,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,26
Intensity Max,1,,Surface,3,,Image 1,Surface contact Area - cd68,1,26
Intensity Max,15,,Surface,4,,Image 1,Surface contact Area - cd68,1,26
Intensity Max,15,,Surface,5,,Image 1,Surface contact Area - cd68,1,26
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,26
Intensity Max,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,26
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,27
Intensity Max,12,,Surface,2,,Image 1,Surface contact Area - cd68,1,27
Intensity Max,5,,Surface,3,,Image 1,Surface contact Area - cd68,1,27
Intensity Max,23,,Surface,4,,Image 1,Surface contact Area - cd68,1,27
Intensity Max,23,,Surface,5,,Image 1,Surface contact Area - cd68,1,27
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,27
Intensity Max,12,,Surface,7,,Image 1,Surface contact Area - cd68,1,27
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,28
Intensity Max,22,,Surface,2,,Image 1,Surface contact Area - cd68,1,28
Intensity Max,6,,Surface,3,,Image 1,Surface contact Area - cd68,1,28
Intensity Max,28,,Surface,4,,Image 1,Surface contact Area - cd68,1,28
Intensity Max,28,,Surface,5,,Image 1,Surface contact Area - cd68,1,28
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,28
Intensity Max,22,,Surface,7,,Image 1,Surface contact Area - cd68,1,28
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,29
Intensity Max,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,29
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,29
Intensity Max,51,,Surface,4,,Image 1,Surface contact Area - cd68,1,29
Intensity Max,51,,Surface,5,,Image 1,Surface contact Area - cd68,1,29
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,29
Intensity Max,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,29
Intensity Max,5,,Surface,1,,Image 1,Surface contact Area - cd68,1,30
Intensity Max,8,,Surface,2,,Image 1,Surface contact Area - cd68,1,30
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,30
Intensity Max,48,,Surface,4,,Image 1,Surface contact Area - cd68,1,30
Intensity Max,48,,Surface,5,,Image 1,Surface contact Area - cd68,1,30
Intensity Max,5,,Surface,6,,Image 1,Surface contact Area - cd68,1,30
Intensity Max,8,,Surface,7,,Image 1,Surface contact Area - cd68,1,30
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,31
Intensity Max,10,,Surface,2,,Image 1,Surface contact Area - cd68,1,31
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,31
Intensity Max,33,,Surface,4,,Image 1,Surface contact Area - cd68,1,31
